ZIP,Diesel,Electric,Flex_Fuel,Gasoline,Gasoline_Hybrid,Hydrogen,Natural_Gas,PHEV,Propane,Total_Cars,Total_EV,EV_perc,Median_Household_Income,Latino_perc,White_perc,Asian_perc,Black_perc,BachOrHigher_perc,Total_Population,Zillow_Home_Value_Index
94027,89,723,137,4764,380,1,0,167,0,6261,891,14.23,250001,8.8,68,18.5,1.2,84.7,7213,7397088.91
94022,228,1880,255,12682,1416,8,1,502,0,16972,2390,14.08,250001,5.2,53.7,36.2,0.2,87.6,20069,4383734.1
94301,141,1229,163,8513,1141,5,5,352,0,11549,1586,13.73,184932,6.2,59.6,24.4,2.5,82,17243,3763337.05
94028,128,645,110,4451,609,1,1,188,0,6133,834,13.60,250001,9,79.5,5.9,0,85.2,6582,3708911.26
94024,253,1981,246,14374,1649,12,3,571,0,19089,2564,13.43,250001,6.3,55.6,31.7,0.9,85.1,24203,3879869.05
90402,78,756,67,6223,722,20,3,309,0,8178,1085,13.27,139667,12.5,73.9,5.9,0.8,78.6,12046,4112663.88
92657,107,933,126,7458,302,13,1,243,0,9183,1189,12.95,181176,6,67,22.7,0.2,78.3,9342,3949922.71
90077,72,664,92,5542,405,9,0,201,0,6985,874,12.51,200625,5.8,77,7.5,1.7,77.8,7729,2893567.91
90272,226,1533,229,13385,1385,28,1,581,0,17368,2142,12.33,212115,5,82.1,7.2,0.4,78.9,21282,3376952.31
95070,324,2589,378,21252,2143,53,6,724,0,27469,3366,12.25,222235,2.9,39.3,52.5,0.1,80.1,32189,3442554.51
90094,33,588,62,5014,400,8,0,157,0,6262,753,12.03,166667,12.1,59.4,17.3,4.3,83.9,11426,1268247.27
95030,225,1035,262,9117,642,11,5,342,0,11639,1388,11.93,215461,5.5,75.7,16.3,0.2,79.6,13528,3234472.56
94708,101,572,61,6133,1020,4,5,380,0,8276,956,11.55,201099,4.5,75.8,10.7,1.9,86.6,11937,1552077.6
94539,284,3476,674,31836,3274,55,3,1108,0,40710,4639,11.40,200046,4.5,13.9,75.9,1.5,74.3,53762,1902980.06
90067,27,319,59,3076,220,5,0,110,0,3816,434,11.37,109704,5.2,71.4,18.7,2.3,65,2483,1348859.66
91436,112,1088,196,10556,765,7,3,396,0,13123,1491,11.36,157898,8.6,80.1,3.9,1.8,69.6,16970,2172898.21
94582,253,2784,342,25532,2302,55,3,801,0,32072,3640,11.35,186367,5.4,27,58.6,3.4,75.9,47319,1677478.95
94707,131,702,87,6926,1305,1,3,364,0,9519,1067,11.21,182603,5,72.4,12.4,1.1,85.1,12313,1627385.14
92618,405,3516,1161,34474,2530,107,20,1120,1,43334,4743,10.95,117833,9.9,35.1,48.2,1.5,69.3,54368,1262961.11
94306,175,1530,281,14434,1992,20,2,523,0,18957,2073,10.94,185588,7.7,48.6,36.4,2.2,81.4,28394,2946768.36
90049,223,1952,254,20274,1734,31,2,761,0,25231,2744,10.88,143000,7.9,78.1,7.1,1.3,80.8,35853,2716187.61
90210,117,1426,234,13867,694,8,1,381,0,16728,1815,10.85,154740,6.2,81.3,5.1,1.9,64.8,19627,5160554.57
95120,365,2263,703,24896,2079,43,10,1105,0,31464,3411,10.84,221632,7.6,46,38.9,1.1,73.5,38358,2007526.51
90266,299,1980,550,21553,1678,16,22,903,0,27001,2899,10.74,169586,7.6,71.3,14.7,0.5,77.9,35585,2857420.44
94563,300,1230,455,12777,1223,7,0,529,0,16521,1766,10.69,250001,6,70.4,14.7,0.6,87,19454,1961092.78
92617,18,270,70,3725,416,39,2,193,0,4733,502,10.61,57372,22.8,32.1,30.2,5.1,83.4,17960,773693.86
95138,126,1158,289,12032,916,17,5,410,0,14953,1585,10.60,172434,24,20.3,47.6,4.2,53.4,19827,1646818.83
94957,54,152,46,1510,97,0,0,49,0,1908,201,10.54,250001,4,86.2,5.8,1.6,83.2,1949,3802986.55
92603,133,1115,197,12133,939,27,6,432,0,14982,1574,10.51,175012,9.6,47.5,37,0.6,76.8,19128,1731696.47
94158,22,268,29,2626,293,1,2,76,0,3317,345,10.40,161391,15.2,32.4,40.6,4.1,68.6,10658,1265065.01
94618,138,752,114,8482,1277,4,2,406,0,11175,1162,10.40,172454,9.2,66.6,12.8,3.7,84.1,17324,1657147.26
95014,314,3199,538,33142,3749,66,2,1041,0,42051,4306,10.24,198602,3.1,22.7,69.1,1.1,81,62185,2558524.15
95135,123,1144,256,12967,1269,10,3,489,0,16261,1643,10.10,178977,9.7,26.2,57.7,2.2,65.9,22010,1553671.65
95032,362,1566,474,17576,1324,27,2,622,0,21953,2215,10.09,163082,9.2,66.4,18.2,0.9,72.4,27149,2323508.46
94043,191,1738,525,17730,1730,21,2,505,0,22442,2264,10.09,159898,16.7,40.1,33.7,4.3,69.5,33052,1471024.62
94025,348,2357,768,23943,2380,11,1,704,0,30512,3072,10.07,183750,17.8,56.2,16.1,2.7,71.5,41826,2485795.47
94920,212,779,141,8237,700,8,1,253,0,10331,1040,10.07,203717,6.1,81.5,7.2,0.2,79.2,12803,3100980.96
94611,331,1841,370,21526,2897,15,8,914,0,27902,2770,9.93,147080,5.4,61.9,16.5,6.7,75.4,40292,1485463.06
94705,132,604,108,6912,1081,2,2,300,0,9141,906,9.91,143533,7.2,74.3,9.6,2.9,78.9,14150,1948639.36
91108,81,722,154,8370,638,18,2,274,0,10259,1014,9.88,170223,6.9,24.2,66.1,0.3,80.6,12755,2301228.27
94065,71,674,143,7455,656,9,0,213,0,9221,896,9.72,181975,5.7,40.4,44.6,0.3,80.1,11772,1649190.6
92067,237,797,236,8657,443,6,0,227,0,10603,1030,9.71,216781,16,72.6,6.4,0,71.6,9060,3986838.09
92602,159,1457,334,17075,1242,39,3,526,0,20835,2022,9.71,123455,20.4,30.9,43.5,0.3,65.7,27425,1527208.32
94304,26,141,38,1700,248,2,1,73,0,2229,216,9.69,152772,12.2,61.4,20,1.6,81.1,4295,2977539.91
95391,183,1104,354,12010,1144,9,0,331,0,15135,1444,9.54,154155,14.3,28.8,43.5,6.3,45.3,23235,944074.28
92694,350,1669,598,20450,1178,29,9,669,0,24952,2367,9.49,165290,11,67,13,1.1,65.5,34879,1127442.37
92625,194,740,207,8844,425,4,1,248,0,10663,992,9.30,167925,8.2,80.3,7.4,0.1,71.7,13102,3360027.43
92823,53,282,94,3607,249,7,4,122,0,4418,411,9.30,143971,16.1,31,48.4,0,60.9,5626,1099247.26
94114,194,1065,152,13175,1662,9,2,481,0,16740,1555,9.29,169459,9.1,66.8,13.6,2.7,79.2,34474,1672050.31
94568,432,3225,1079,37811,2876,53,5,990,0,46471,4268,9.18,171168,9.6,28.8,52.3,3.6,67.6,69818,1230336.89
94062,539,1575,593,18321,1536,9,3,529,0,23105,2113,9.15,203000,13.3,71.6,7.9,1.5,66.2,26847,2409848.54
92091,27,124,40,1422,75,0,0,33,0,1721,157,9.12,151458,6,64.5,17.7,0,69.5,1331,2984880.78
92130,507,3068,642,36528,2958,45,2,948,0,44698,4061,9.09,166789,8.1,51.6,33.1,0.6,79.4,57197,1777635.25
92620,290,2546,462,34356,2707,88,11,1056,0,41516,3690,8.89,131521,9.3,30.2,54.1,1.1,69.2,60344,1334307.58
90290,162,283,112,3948,547,7,1,175,0,5235,465,8.88,135262,9.7,78.4,4.6,1.7,67.3,5114,1491091.05
90274,323,1382,457,18539,1343,27,19,604,0,22694,2013,8.87,186144,6.5,62.2,23.3,2.9,76.7,24890,2393416
91302,279,1384,391,17652,1174,19,1,491,0,21391,1894,8.85,146521,7.5,74.6,8.7,2.6,65.9,26241,1867588.21
90265,371,800,266,9947,808,5,0,300,0,12497,1105,8.84,175607,12.4,72.7,5.2,1,69.1,16868,3332357
91011,218,1084,350,13796,1279,32,1,398,0,17158,1514,8.82,187297,9,54.3,30,1.2,73.5,20621,1995786.37
94904,161,624,147,7873,777,2,0,238,0,9822,864,8.80,143338,10.4,77.9,6.8,0.7,71.4,13391,2124747.88
90068,147,950,218,12548,1376,9,1,400,0,15649,1359,8.68,90733,11.9,71.3,6.1,5.7,63.4,21127,1663477.53
94941,483,1462,314,19142,2037,11,2,612,0,24063,2085,8.67,183882,6.4,80.9,5.5,1.2,76.9,32711,1939547.91
92014,247,750,236,9946,801,6,1,307,0,12294,1063,8.65,178080,6.8,81.5,4.6,1.7,81.8,12823,2432101.03
92651,438,1311,414,17832,1149,13,3,541,0,21701,1865,8.59,138734,8.1,82,3,0.5,68.2,24042,2779699.88
91105,96,620,194,8576,783,11,4,275,0,10559,906,8.58,143892,16.3,55.4,17.1,3.6,71.1,12888,1502869.91
94040,201,1501,347,19140,1849,32,2,485,0,23557,2018,8.57,153275,16.1,41,36.1,1.2,73.7,35800,2382753.31
94506,303,1302,438,16959,1130,21,2,425,0,20580,1748,8.49,223362,6.4,56,28.6,3.4,73.5,27375,1949979.28
94131,163,959,202,13082,1677,13,2,429,0,16527,1401,8.48,181329,11.8,54.9,21.4,4.1,78.6,29437,1483157.03
92127,362,2296,703,29022,2292,14,2,668,0,35359,2978,8.42,156464,7.7,49.8,31.5,1.3,73.6,50852,1390256.91
94129,22,102,73,1384,189,3,0,48,0,1821,153,8.40,218717,20.3,57.3,7.5,1.8,85.4,4199,1903805.12
95113,12,97,60,1272,106,0,0,36,0,1583,133,8.40,124625,20.8,30.6,39.9,5.9,68.1,2216,756448.31
94555,135,1498,355,20657,1659,24,2,554,0,24884,2076,8.34,177333,5.8,13.7,74,1.5,65.3,38522,1352919.91
94087,290,2310,576,31746,3006,53,4,874,0,38859,3237,8.33,178128,8.2,33.6,51.4,1.2,73.7,59771,2338870.09
94549,497,1330,515,18623,1654,5,4,587,0,23215,1922,8.28,190250,7.6,74.9,10.2,0.4,73.5,28545,1909387.5
94070,391,1590,755,20837,1817,7,1,538,0,25936,2135,8.23,205912,9.3,63.4,18.1,0.7,68,31477,2156217.7
95033,353,476,240,6656,584,10,0,215,0,8534,701,8.21,161971,5.4,82.7,5.9,0,67.1,9767,1381887.42
91604,153,1178,326,17672,1751,17,3,582,0,21682,1777,8.20,124271,11.3,70.7,7.7,3.7,66.5,32680,1593906.64
90024,107,994,179,14454,1281,21,0,413,0,17449,1428,8.18,67422,13.7,49.6,25.8,3.7,72.9,50611,1312969.89
94107,174,904,418,12204,1301,13,2,330,0,15346,1247,8.13,164289,11,50.3,27.7,4.1,76.1,28607,994409.78
94041,85,590,206,8344,826,11,2,234,0,10298,835,8.11,160328,25,43.2,23.8,3.1,74.6,14862,2009119.3
90254,146,772,290,12236,832,10,9,407,0,14702,1189,8.09,144388,12.4,71.8,7.5,0.5,77.9,19787,2088823.34
94010,440,2148,1038,28016,2429,14,5,643,0,34733,2805,8.08,172009,11.2,53.1,28.7,1.2,69.3,43644,3081573.42
92782,145,1220,328,17871,1270,42,9,457,0,21342,1719,8.06,123909,17.7,34.9,42.1,1.1,67.2,30123,1084941.82
94305,29,212,89,2988,410,2,2,90,0,3822,304,7.95,67224,16.5,48.8,23.8,3.4,93.7,16469,2870212.14
94937,52,49,21,710,112,0,0,28,0,972,77,7.92,78077,13,80.3,0,0,54.9,1109,1367372.61
90291,204,840,306,13699,1323,21,3,473,0,16869,1334,7.91,105871,17.8,66.4,4.2,5.9,69.7,25685,1897042.64
90292,167,991,246,14937,1291,18,1,411,0,18062,1420,7.86,137813,9.7,66.7,9.8,6.6,72.4,23951,1229536.75
90064,171,1076,396,16266,1614,22,3,463,0,20011,1561,7.80,109357,14.4,55.9,20.4,2.3,69.8,25161,1744978.54
90069,108,792,194,12244,960,14,1,336,0,14649,1142,7.80,98440,8.4,76.3,7.2,2.8,68.8,20185,1208949.52
90405,216,923,288,15129,1772,26,4,511,0,18869,1460,7.74,97010,15.3,65.8,7.3,3.1,68.6,27367,1756470.43
94002,261,1223,461,17366,1590,13,1,394,0,21309,1630,7.65,175694,12.2,49.1,29.8,1.1,69,28201,2043331.95
95134,66,986,465,15380,1033,38,1,374,0,18343,1398,7.62,166828,13,20.5,59.7,2.1,76.6,31172,1034697.74
90013,52,248,112,3688,294,4,2,90,0,4490,342,7.62,22291,21.7,28.5,14.3,27.6,37,13413,634129.4
94538,530,3016,1643,40408,2870,44,6,684,0,49201,3744,7.61,130947,18.4,17,55.8,3.3,52.7,66474,1159563.11
93108,300,543,226,7704,535,2,1,168,0,9479,713,7.52,192303,8.5,81.5,4,0.6,75.3,11097,4246368.38
90212,91,469,117,7988,660,9,0,242,0,9576,720,7.52,91663,7.6,73.1,11.6,2,67.9,10999,2261239.45
92660,532,1682,864,27965,1246,49,18,731,0,33087,2462,7.44,142500,8.8,77.4,8.2,1,70.8,36100,2512905.36
90275,423,1625,712,27950,2421,49,24,855,0,34059,2529,7.43,158952,10.4,49.3,30.9,1.7,68.5,42417,1719187.43
91381,190,725,350,12490,903,4,0,386,0,15048,1115,7.41,144476,20.4,41.3,24.6,5.2,56.7,20193,1020242.67
91326,241,1481,533,25148,1880,20,2,700,0,30005,2201,7.34,130322,14.6,42.1,30.9,8.1,56.5,36079,1123946.52
92037,471,1640,572,25372,2019,8,4,603,0,30689,2251,7.34,125636,11.5,71.5,10.9,1.2,75.1,37505,1984207
94960,256,583,246,9566,993,2,1,290,0,11937,875,7.33,156169,7,81.5,4.6,1.3,73,15871,1574019.92
95054,163,1013,685,15161,1050,19,3,317,0,18411,1349,7.33,171799,13.3,20,56.9,5.1,65.9,24404,1353642.48
94925,147,395,174,6311,593,1,0,173,0,7794,569,7.30,183661,7.6,74.7,5.5,2,74.1,10145,1713269.27
94507,381,746,345,11712,714,9,2,280,0,14189,1035,7.29,250001,6,79.5,10.6,0.7,76.1,13906,2360618.55
95129,161,1417,392,23007,2301,59,3,545,0,27885,2021,7.25,163245,6.3,21.3,66.1,2.3,72.1,39318,2153094.67
91403,106,861,285,15168,1452,17,3,451,0,18343,1329,7.25,104499,14.4,67,7.8,5.1,67.7,26061,1354267.33
94566,549,1829,1085,29363,2071,19,4,730,0,35650,2578,7.23,172403,10.6,49.2,34.2,1.4,66.7,45648,1613800.26
94556,198,581,224,9976,883,4,1,293,0,12160,878,7.22,167500,7.2,64.5,21,0.4,77.1,15672,1671308
94127,139,671,204,10820,1315,6,0,294,0,13449,971,7.22,180768,10.4,50.4,26.3,3.2,65.6,20927,1762364.5
92679,476,1290,720,22281,1239,14,6,613,0,26639,1917,7.20,197951,13.9,70.6,9.1,1.5,62.1,31406,1322716.38
95814,75,456,1219,6772,572,4,13,209,1,9321,669,7.18,39612,21.9,46.5,10.1,14.2,38.2,12302,624923.59
94939,86,288,74,4519,453,1,0,101,0,5522,390,7.06,150179,5.4,78.6,5.6,0,78.2,7274,2094587.64
90403,151,707,185,13336,1560,31,1,417,0,16388,1155,7.05,113204,10.9,70.3,9.5,2.8,71.7,24525,1418159.41
94404,188,1382,436,21795,2341,19,3,475,0,26639,1876,7.04,166203,8.4,32.2,50.8,2.5,70.3,36571,1601366.55
94610,181,828,240,14961,1993,10,11,474,0,18698,1312,7.02,117530,11.6,51.1,16.2,13.9,73,32144,1291261.49
90401,46,267,113,4390,426,12,13,96,0,5363,375,6.99,90682,7,72.6,6.4,6.9,71,7482,1104992.09
92861,135,266,187,4518,229,5,3,103,0,5446,374,6.87,172375,15.9,67.3,14.1,0.4,53.6,5864,1924794.35
92610,238,511,280,8724,526,10,3,198,0,10490,719,6.85,155101,11.8,48.7,31.7,0.3,64.5,12524,1037141.38
90046,236,1446,689,25705,2641,27,4,671,0,31419,2144,6.82,77162,15.2,66.9,6.5,5.5,62.3,48749,1475020.25
95124,520,1733,1084,31107,2110,36,10,778,0,37378,2547,6.81,165344,16.4,49.5,26.3,1.9,58.9,52442,1611265.73
94552,217,602,273,10597,947,12,3,265,0,12916,879,6.81,183578,12.8,34.6,42.3,5.4,55.9,15131,1364340.99
94402,263,1047,514,17633,1474,8,1,389,0,21329,1444,6.77,170688,13.6,55.2,22.6,1.6,68,27188,2138419.7
90048,99,648,140,11893,1141,20,2,296,1,14240,964,6.77,102567,7.7,76.5,7.1,3.8,67.9,20504,1793059.91
95125,568,1826,1155,33686,2333,19,8,858,0,40453,2703,6.68,128452,26.6,50.7,15,2.2,55.9,53478,1614082.19
92612,164,820,459,16393,1301,49,7,441,0,19634,1310,6.67,76648,11.8,45.2,35.1,2.7,67.1,34640,946785.89
91361,287,850,432,15036,963,11,0,334,0,17913,1195,6.67,122305,9.7,76.1,7.9,1.4,62.5,19454,1378858.76
94965,177,393,176,7185,701,4,0,189,0,8825,586,6.64,125070,9.7,71.3,7.5,7.2,67.1,11821,1369099.81
92673,608,1094,923,20610,1136,16,7,545,0,24939,1655,6.64,159244,14.6,73.2,6.6,2,57.7,30972,1447537.01
94502,70,448,230,9021,885,7,5,269,0,10935,724,6.62,190174,8.3,39,41.7,3.1,69.5,14732,1213650.16
90211,58,372,140,6732,490,7,0,146,0,7945,525,6.61,89946,11.1,61.7,19.9,1.9,60.3,9202,2204706.24
94105,183,482,1780,7129,649,5,0,202,0,10430,689,6.61,244662,6.3,37.4,51.3,1.4,84,13810,1059330.07
90232,81,540,315,9782,1002,4,6,242,0,11972,786,6.57,105932,18.4,50.3,20.5,5,62,15342,1670978.27
91423,153,951,312,19213,1783,14,2,522,0,22950,1487,6.48,97727,13.3,70,6.1,3.8,62.4,31901,1348665.5
90014,39,185,72,3148,193,2,1,52,0,3692,239,6.47,31332,25.2,29.6,21.5,19.4,42.4,8547,544159.82
94706,117,440,159,9238,1420,8,8,309,0,11699,757,6.47,115712,13.1,44.3,28.2,4.2,73.7,20962,1152103.55
94117,180,724,167,13515,1599,7,1,338,0,16531,1069,6.47,174419,10,66.4,11.9,5.2,76.9,40701,1480127.41
91030,162,751,308,14942,1654,28,9,387,0,18241,1166,6.39,115088,19.6,38.5,32.6,3.7,70.9,26837,1506534.59
92075,203,493,264,8975,687,3,1,193,0,10819,689,6.37,111500,18,67.8,6,1,68.5,12234,1898422.4
90278,296,1192,731,25459,1892,37,11,701,0,30319,1930,6.37,132479,16.3,55,17.9,2.5,61.6,42841,1290509.22
91377,113,493,192,9327,793,11,1,202,0,11132,706,6.34,143153,8.5,69.1,17.7,0.9,60.4,13561,1046118.02
90025,171,1202,436,23575,2215,27,4,556,0,28186,1785,6.33,100453,13.3,54.1,23.4,3.4,71,44608,1075126.83
91354,366,907,590,20504,1424,10,5,628,0,24434,1545,6.32,136229,19.6,51.9,17.4,4.7,54,33461,800658.39
91364,257,902,460,18022,1540,20,3,443,0,21647,1365,6.31,116443,13.5,65,9.3,6.7,55.7,28264,1239113.02
94037,100,98,93,1918,181,1,1,55,0,2447,154,6.29,165722,7.7,86.7,0.7,0,57.8,2879,1460889.28
90293,59,338,149,7352,688,14,2,201,0,8803,553,6.28,110884,16.4,64.5,10.1,4.2,72,12812,887103.11
94973,40,47,36,998,121,0,0,33,0,1275,80,6.28,125579,1.4,86,0,0,59.6,1344,1004789.1
92606,144,644,434,14256,1091,43,5,379,0,16996,1066,6.27,124586,8.6,33.3,46.4,1.9,67,25126,1157704.81
94086,198,1463,550,27459,2172,48,4,496,0,32390,2007,6.20,162017,16.8,29.7,46.9,1.1,70.5,48482,1684465.2
91301,365,840,544,17105,1360,19,3,420,0,20656,1279,6.19,142177,14.2,73.4,6.4,1.3,64.1,25737,1122028.5
92131,318,1292,639,24670,1999,6,3,523,0,29450,1821,6.18,153058,12.3,50.6,28.3,1.9,68.8,36070,1279597.63
92009,611,1489,885,29587,2235,13,8,688,0,35516,2190,6.17,149820,13.4,72.1,8.9,1,63,46622,1374434.64
92663,312,709,429,14111,691,7,5,305,0,16569,1021,6.16,118718,14.2,79.3,3,0.5,59.5,21523,2229042.44
94588,348,1130,765,22035,1831,15,2,492,0,26618,1637,6.15,162286,11.1,36.6,44.6,2.2,65.8,35532,1358538.25
95130,94,417,238,8255,664,17,1,169,0,9855,603,6.12,158656,13.2,39.5,39.4,2.9,60.6,13147,1713333.59
94542,140,458,272,9203,676,4,1,208,0,10962,670,6.11,121563,26.5,31.3,24,8.7,49.9,16705,1156068.89
92661,54,109,80,2299,124,1,1,56,0,2724,166,6.09,169911,12.2,64.6,3.7,1.5,54.5,3279,3773352.04
94111,30,90,108,1786,158,3,0,42,0,2217,135,6.09,135735,3.6,44.4,43.6,3.4,66.5,4707,1062201.45
92614,212,889,613,19135,1427,37,9,454,0,22776,1380,6.06,104971,11.1,44.5,31.4,2.3,65.7,29307,983142.64
92808,205,634,448,13955,775,14,10,338,0,16379,986,6.02,137009,14.5,51.2,23.7,2.3,57.2,21496,1043905.42
94536,428,2066,1103,41894,3137,44,8,837,0,49517,2947,5.95,139636,16.5,26.1,48.8,3.8,54.1,72744,1268749.53
91356,185,910,464,18601,1375,17,1,376,0,21929,1303,5.94,90886,15.1,66.7,5.6,5.8,51.9,29968,1234123.77
